"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Libya","Female","2002","UNESCO_UIS Database_Sep2007","Number","366144",""
"Libya","Female","2001","UNESCO_UIS Database_Sep2007","Number","377173",""
"Libya","Female","2000","UNESCO_UIS Database_Sep2007","Number","385005","3"
"Libya","Female","1999","UNESCO_UIS Database_Sep2007","Number","398524",""
"Libya","Male","2005","UNESCO_UIS Database_Sep2007","Number","368238",""
"Libya","Male","2004","UNESCO_UIS Database_Sep2007","Number","387604",""
"Libya","Male","2003","UNESCO_UIS Database_Sep2007","Number","384458",""
"Libya","Male","2002","UNESCO_UIS Database_Sep2007","Number","384060",""
"Libya","Male","2001","UNESCO_UIS Database_Sep2007","Number","388914",""
"Libya","Male","2000","UNESCO_UIS Database_Sep2007","Number","409288",""
"Libya","Male","1999","UNESCO_UIS Database_Sep2007","Number","423251",""
"Liechtenstein","Female","2004","UNESCO_UIS Database_Sep2007","Number","1129",""
"Liechtenstein","Female","2003","UNESCO_UIS Database_Sep2007","Number","1105",""
"Liechtenstein","Male","2004","UNESCO_UIS Database_Sep2007","Number","1137",""
"Liechtenstein","Male","2003","UNESCO_UIS Database_Sep2007","Number","1113",""
"Lithuania","Female","2005","UNESCO_UIS Database_Sep2007","Number","76826",""
"Lithuania","Female","2004","UNESCO_UIS Database_Sep2007","Number","82653",""
"Lithuania","Female","2003","UNESCO_UIS Database_Sep2007","Number","89084",""
"Lithuania","Female","2002","UNESCO_UIS Database_Sep2007","Number","95875",""
"Lithuania","Female","2001","UNESCO_UIS Database_Sep2007","Number","102747",""
"Lithuania","Female","2000","UNESCO_UIS Database_Sep2007","Number","106220",""
"Lithuania","Female","1999","UNESCO_UIS Database_Sep2007","Number","106422",""
"Lithuania","Male","2005","UNESCO_UIS Database_Sep2007","Number","81279",""
"Lithuania","Male","2004","UNESCO_UIS Database_Sep2007","Number","87563",""
"Lithuania","Male","2003","UNESCO_UIS Database_Sep2007","Number","94458",""
"Lithuania","Male","2002","UNESCO_UIS Database_Sep2007","Number","101588",""
"Lithuania","Male","2001","UNESCO_UIS Database_Sep2007","Number","108903",""
"Lithuania","Male","2000","UNESCO_UIS Database_Sep2007","Number","111961",""
"Lithuania","Male","1999","UNESCO_UIS Database_Sep2007","Number","113239",""
"Luxembourg","Female","2005","UNESCO_UIS Database_Sep2007","Number","17078",""
"Luxembourg","Female","2004","UNESCO_UIS Database_Sep2007","Number","16851",""
"Luxembourg","Female","2003","UNESCO_UIS Database_Sep2007","Number","16600",""
"Luxembourg","Female","2002","UNESCO_UIS Database_Sep2007","Number","16513",""
"Luxembourg","Female","2001","UNESCO_UIS Database_Sep2007","Number","16210",""
"Luxembourg","Female","2000","UNESCO_UIS Database_Sep2007","Number","15955",""
"Luxembourg","Female","1999","UNESCO_UIS Database_Sep2007","Number","15503",""
"Luxembourg","Male","2005","UNESCO_UIS Database_Sep2007","Number","17938",""
"Luxembourg","Male","2004","UNESCO_UIS Database_Sep2007","Number","17752",""
"Luxembourg","Male","2003","UNESCO_UIS Database_Sep2007","Number","17481",""
"Luxembourg","Male","2002","UNESCO_UIS Database_Sep2007","Number","17453",""
"Luxembourg","Male","2001","UNESCO_UIS Database_Sep2007","Number","17056",""
"Luxembourg","Male","2000","UNESCO_UIS Database_Sep2007","Number","16503",""
"Luxembourg","Male","1999","UNESCO_UIS Database_Sep2007","Number","15989",""
"Macau SAR","Female","2005","UNESCO_UIS Database_Sep2007","Number","17496",""
"Macau SAR","Female","2004","UNESCO_UIS Database_Sep2007","Number","18631",""
"Macau SAR","Female","2003","UNESCO_UIS Database_Sep2007","Number","19632",""
"Macau SAR","Female","2002","UNESCO_UIS Database_Sep2007","Number","20869",""
"Macau SAR","Female","2001","UNESCO_UIS Database_Sep2007","Number","21572",""
"Macau SAR","Female","2000","UNESCO_UIS Database_Sep2007","Number","22362",""
"Macau SAR","Female","1999","UNESCO_UIS Database_Sep2007","Number","22176",""
"Macau SAR","Male","2005","UNESCO_UIS Database_Sep2007","Number","19905",""
"Macau SAR","Male","2004","UNESCO_UIS Database_Sep2007","Number","21241",""
"Macau SAR","Male","2003","UNESCO_UIS Database_Sep2007","Number","22285",""
"Macau SAR","Male","2002","UNESCO_UIS Database_Sep2007","Number","23499",""
"Macau SAR","Male","2001","UNESCO_UIS Database_Sep2007","Number","24091",""
"Macau SAR","Male","2000","UNESCO_UIS Database_Sep2007","Number","24900",""
"Macau SAR","Male","1999","UNESCO_UIS Database_Sep2007","Number","24717",""
"Macedonia","Female","2005","UNESCO_UIS Database_Sep2007","Number","53197",""
"Macedonia","Female","2004","UNESCO_UIS Database_Sep2007","Number","54842",""
"Macedonia","Female","2003","UNESCO_UIS Database_Sep2007","Number","56501",""
"Macedonia","Female","2002","UNESCO_UIS Database_Sep2007","Number","59062",""
"Macedonia","Female","2001","UNESCO_UIS Database_Sep2007","Number","59972",""
"Macedonia","Female","2000","UNESCO_UIS Database_Sep2007","Number","61229",""
"Macedonia","Female","1999","UNESCO_UIS Database_Sep2007","Number","62384",""
"Macedonia","Male","2005","UNESCO_UIS Database_Sep2007","Number","56952",""
"Macedonia","Male","2004","UNESCO_UIS Database_Sep2007","Number","58520",""
"Macedonia","Male","2003","UNESCO_UIS Database_Sep2007","Number","60134",""
"Macedonia","Male","2002","UNESCO_UIS Database_Sep2007","Number","62047",""
"Macedonia","Male","2001","UNESCO_UIS Database_Sep2007","Number","63689",""
"Macedonia","Male","2000","UNESCO_UIS Database_Sep2007","Number","65377",""
"Macedonia","Male","1999","UNESCO_UIS Database_Sep2007","Number","67249",""
"Madagascar","Female","2005","UNESCO_UIS Database_Sep2007","Number","1759480",""
"Madagascar","Female","2004","UNESCO_UIS Database_Sep2007","Number","1647830",""
"Madagascar","Female","2003","UNESCO_UIS Database_Sep2007","Number","1398140",""
"Madagascar","Female","2002","UNESCO_UIS Database_Sep2007","Number","1180463",""
"Madagascar","Female","2001","UNESCO_UIS Database_Sep2007","Number","1131372",""
"Madagascar","Female","2000","UNESCO_UIS Database_Sep2007","Number","1082012",""
"Madagascar","Female","1999","UNESCO_UIS Database_Sep2007","Number","988130",""
"Madagascar","Male","2005","UNESCO_UIS Database_Sep2007","Number","1838251",""
"Madagascar","Male","2004","UNESCO_UIS Database_Sep2007","Number","1718640",""
"Madagascar","Male","2003","UNESCO_UIS Database_Sep2007","Number","1458340",""
"Madagascar","Male","2002","UNESCO_UIS Database_Sep2007","Number","1227181",""
"Madagascar","Male","2001","UNESCO_UIS Database_Sep2007","Number","1176128",""
"Madagascar","Male","2000","UNESCO_UIS Database_Sep2007","Number","1126309",""
"Madagascar","Male","1999","UNESCO_UIS Database_Sep2007","Number","1024286",""
"Malawi","Female","2005","UNESCO_UIS Database_Sep2007","Number","1440814",""
"Malawi","Female","2004","UNESCO_UIS Database_Sep2007","Number","1428835",""
"Malawi","Female","2002","UNESCO_UIS Database_Sep2007","Number","1392124",""
"Malawi","Female","2001","UNESCO_UIS Database_Sep2007","Number","1391669",""
"Malawi","Female","2000","UNESCO_UIS Database_Sep2007","Number","1316700",""
"Malawi","Female","1999","UNESCO_UIS Database_Sep2007","Number","1258089",""
"Malawi","Male","2005","UNESCO_UIS Database_Sep2007","Number","1427179",""
"Malawi","Male","2004","UNESCO_UIS Database_Sep2007","Number","1412805",""
"Malawi","Male","2002","UNESCO_UIS Database_Sep2007","Number","1454465",""
"Malawi","Male","2001","UNESCO_UIS Database_Sep2007","Number","1454167",""
"Malawi","Male","2000","UNESCO_UIS Database_Sep2007","Number","1377945",""
"Malawi","Male","1999","UNESCO_UIS Database_Sep2007","Number","1323609",""
"Malaysia","Female","2004","UNESCO_UIS Database_Sep2007","Number","1535032",""
"Malaysia","Female","2003","UNESCO_UIS Database_Sep2007","Number","1485198",""
"Malaysia","Female","2002","UNESCO_UIS Database_Sep2007","Number","1464380",""
"Malaysia","Female","2001","UNESCO_UIS Database_Sep2007","Number","1476606",""
"Malaysia","Female","2000","UNESCO_UIS Database_Sep2007","Number","1473777",""
"Malaysia","Female","1999","UNESCO_UIS Database_Sep2007","Number","1463807",""
"Malaysia","Male","2004","UNESCO_UIS Database_Sep2007","Number","1624344",""
"Malaysia","Male","2003","UNESCO_UIS Database_Sep2007","Number","1571068",""
"Malaysia","Male","2002","UNESCO_UIS Database_Sep2007","Number","1544629",""
"Malaysia","Male","2001","UNESCO_UIS Database_Sep2007","Number","1556413",""
"Malaysia","Male","2000","UNESCO_UIS Database_Sep2007","Number","1552200",""
"Malaysia","Male","1999","UNESCO_UIS Database_Sep2007","Number","1576526",""
"Maldives","Female","2005","UNESCO_UIS Database_Sep2007","Number","27667",""
"Maldives","Female","2004","UNESCO_UIS Database_Sep2007","Number","30160",""
"Maldives","Female","2003","UNESCO_UIS Database_Sep2007","Number","31621",""
"Maldives","Female","2002","UNESCO_UIS Database_Sep2007","Number","32801",""
"Maldives","Female","2001","UNESCO_UIS Database_Sep2007","Number","34384",""
"Maldives","Female","2000","UNESCO_UIS Database_Sep2007","Number","35764",""
"Maldives","Female","1999","UNESCO_UIS Database_Sep2007","Number","36203",""
"Maldives","Male","2005","UNESCO_UIS Database_Sep2007","Number","30206",""
"Maldives","Male","2004","UNESCO_UIS Database_Sep2007","Number","33140",""
"Maldives","Male","2003","UNESCO_UIS Database_Sep2007","Number","34548",""
"Maldives","Male","2002","UNESCO_UIS Database_Sep2007","Number","35441",""
"Maldives","Male","2001","UNESCO_UIS Database_Sep2007","Number","36670",""
"Maldives","Male","2000","UNESCO_UIS Database_Sep2007","Number","37758",""
"Maldives","Male","1999","UNESCO_UIS Database_Sep2007","Number","37847",""
"Mali","Female","2005","UNESCO_UIS Database_Sep2007","Number","653740",""
"Mali","Female","2004","UNESCO_UIS Database_Sep2007","Number","602256",""
"Mali","Female","2003","UNESCO_UIS Database_Sep2007","Number","552585",""
"Mali","Female","2002","UNESCO_UIS Database_Sep2007","Number","519644",""
"Mali","Female","2001","UNESCO_UIS Database_Sep2007","Number","469610",""
"Mali","Female","2000","UNESCO_UIS Database_Sep2007","Number","427166",""
"Mali","Female","1999","UNESCO_UIS Database_Sep2007","Number","393192",""
"Mali","Male","2005","UNESCO_UIS Database_Sep2007","Number","852163",""
"Mali","Male","2004","UNESCO_UIS Database_Sep2007","Number","794535",""
"Mali","Male","2003","UNESCO_UIS Database_Sep2007","Number","742087",""
"Mali","Male","2002","UNESCO_UIS Database_Sep2007","Number","707623",""
"Mali","Male","2001","UNESCO_UIS Database_Sep2007","Number","657750",""
"Mali","Male","2000","UNESCO_UIS Database_Sep2007","Number","589409",""
"Mali","Male","1999","UNESCO_UIS Database_Sep2007","Number","565743",""
"Malta","Female","2005","UNESCO_UIS Database_Sep2007","Number","13686",""
"Malta","Female","2004","UNESCO_UIS Database_Sep2007","Number","14980",""
"Malta","Female","2003","UNESCO_UIS Database_Sep2007","Number","15256",""
"Malta","Female","2002","UNESCO_UIS Database_Sep2007","Number","15771",""
"Malta","Female","2001","UNESCO_UIS Database_Sep2007","Number","16222",""
"Malta","Female","2000","UNESCO_UIS Database_Sep2007","Number","16656",""
"Malta","Female","1999","UNESCO_UIS Database_Sep2007","Number","16977",""
"Malta","Male","2005","UNESCO_UIS Database_Sep2007","Number","15428",""
"Malta","Male","2004","UNESCO_UIS Database_Sep2007","Number","16084",""
"Malta","Male","2003","UNESCO_UIS Database_Sep2007","Number","16454",""
"Malta","Male","2002","UNESCO_UIS Database_Sep2007","Number","16946",""
"Malta","Male","2001","UNESCO_UIS Database_Sep2007","Number","17308",""
"Malta","Male","2000","UNESCO_UIS Database_Sep2007","Number","17605",""
"Malta","Male","1999","UNESCO_UIS Database_Sep2007","Number","17937",""
"Marshall Islands","Female","2005","UNESCO_UIS Database_Sep2007","Number","3983","3"
"Marshall Islands","Female","2004","UNESCO_UIS Database_Sep2007","Number","3915",""
"Marshall Islands","Female","2003","UNESCO_UIS Database_Sep2007","Number","4189","3"
"Marshall Islands","Female","2002","UNESCO_UIS Database_Sep2007","Number","4119",""
"Marshall Islands","Female","2001","UNESCO_UIS Database_Sep2007","Number","4020","3"
"Marshall Islands","Female","2000","UNESCO_UIS Database_Sep2007","Number","3950","3"
"Marshall Islands","Female","1999","UNESCO_UIS Database_Sep2007","Number","3960",""
"Marshall Islands","Male","2005","UNESCO_UIS Database_Sep2007","Number","4410",""
"Marshall Islands","Male","2004","UNESCO_UIS Database_Sep2007","Number","4335",""
"Marshall Islands","Male","2003","UNESCO_UIS Database_Sep2007","Number","4718",""
"Marshall Islands","Male","2002","UNESCO_UIS Database_Sep2007","Number","4638",""
"Marshall Islands","Male","2001","UNESCO_UIS Database_Sep2007","Number","4510",""
"Marshall Islands","Male","2000","UNESCO_UIS Database_Sep2007","Number","4350",""
"Marshall Islands","Male","1999","UNESCO_UIS Database_Sep2007","Number","4249",""
"Mauritania","Female","2005","UNESCO_UIS Database_Sep2007","Number","221777",""
"Mauritania","Female","2004","UNESCO_UIS Database_Sep2007","Number","214600",""
"Mauritania","Female","2003","UNESCO_UIS Database_Sep2007","Number","193917",""
"Mauritania","Female","2002","UNESCO_UIS Database_Sep2007","Number","183220",""
"Mauritania","Female","2001","UNESCO_UIS Database_Sep2007","Number","173758",""
"Mauritania","Female","2000","UNESCO_UIS Database_Sep2007","Number","172181",""
"Mauritania","Female","1999","UNESCO_UIS Database_Sep2007","Number","167550",""
"Mauritania","Male","2005","UNESCO_UIS Database_Sep2007","Number","221838",""
"Mauritania","Male","2004","UNESCO_UIS Database_Sep2007","Number","219581",""
"Mauritania","Male","2003","UNESCO_UIS Database_Sep2007","Number","200484",""
"Mauritania","Male","2002","UNESCO_UIS Database_Sep2007","Number","192475",""
"Mauritania","Male","2001","UNESCO_UIS Database_Sep2007","Number","186919",""
"Mauritania","Male","2000","UNESCO_UIS Database_Sep2007","Number","183641",""
"Mauritania","Male","1999","UNESCO_UIS Database_Sep2007","Number","178672",""
"Mauritius","Female","2005","UNESCO_UIS Database_Sep2007","Number","60833",""
"Mauritius","Female","2004","UNESCO_UIS Database_Sep2007","Number","62207",""
"Mauritius","Female","2003","UNESCO_UIS Database_Sep2007","Number","63992",""
"Mauritius","Female","2002","UNESCO_UIS Database_Sep2007","Number","65403",""
"Mauritius","Female","2001","UNESCO_UIS Database_Sep2007","Number","66071",""
"Mauritius","Female","2000","UNESCO_UIS Database_Sep2007","Number","66526",""
"Mauritius","Female","1999","UNESCO_UIS Database_Sep2007","Number","65930",""
"Mauritius","Male","2005","UNESCO_UIS Database_Sep2007","Number","62729",""
"Mauritius","Male","2004","UNESCO_UIS Database_Sep2007","Number","64019",""
"Mauritius","Male","2003","UNESCO_UIS Database_Sep2007","Number","65624",""
"Mauritius","Male","2002","UNESCO_UIS Database_Sep2007","Number","67029",""
"Mauritius","Male","2001","UNESCO_UIS Database_Sep2007","Number","68014",""
"Mauritius","Male","2000","UNESCO_UIS Database_Sep2007","Number","68711",""
"Mauritius","Male","1999","UNESCO_UIS Database_Sep2007","Number","67559",""
"Mexico","Female","2005","UNESCO_UIS Database_Sep2007","Number","7168238",""
"Mexico","Female","2004","UNESCO_UIS Database_Sep2007","Number","7216436",""
"Mexico","Female","2003","UNESCO_UIS Database_Sep2007","Number","7252556",""
"Mexico","Female","2002","UNESCO_UIS Database_Sep2007","Number","7245657",""
"Mexico","Female","2001","UNESCO_UIS Database_Sep2007","Number","7216528",""
"Mexico","Female","2000","UNESCO_UIS Database_Sep2007","Number","7194672",""
"Mexico","Female","1999","UNESCO_UIS Database_Sep2007","Number","7148812",""
"Mexico","Male","2005","UNESCO_UIS Database_Sep2007","Number","7531767",""
"Mexico","Male","2004","UNESCO_UIS Database_Sep2007","Number","7564891",""
"Mexico","Male","2003","UNESCO_UIS Database_Sep2007","Number","7604635",""
"Mexico","Male","2002","UNESCO_UIS Database_Sep2007","Number","7597724",""
"Mexico","Male","2001","UNESCO_UIS Database_Sep2007","Number","7576000",""
"Mexico","Male","2000","UNESCO_UIS Database_Sep2007","Number","7570931",""
"Mexico","Male","1999","UNESCO_UIS Database_Sep2007","Number","7549103",""
"Monaco","Female","2001","UNESCO_UIS Database_Sep2007","Number","971",""
"Monaco","Female","2000","UNESCO_UIS Database_Sep2007","Number","973",""
"Monaco","Female","1999","UNESCO_UIS Database_Sep2007","Number","1009",""
"Monaco","Male","2001","UNESCO_UIS Database_Sep2007","Number","1014",""
"Monaco","Male","2000","UNESCO_UIS Database_Sep2007","Number","1035",""
"Monaco","Male","1999","UNESCO_UIS Database_Sep2007","Number","1013",""
"Mongolia","Female","2005","UNESCO_UIS Database_Sep2007","Number","124346",""
"Mongolia","Female","2004","UNESCO_UIS Database_Sep2007","Number","116369",""
"Mongolia","Female","2003","UNESCO_UIS Database_Sep2007","Number","118394",""
"Mongolia","Female","2002","UNESCO_UIS Database_Sep2007","Number","120563",""
"Mongolia","Female","2001","UNESCO_UIS Database_Sep2007","Number","125497",""
"Mongolia","Female","2000","UNESCO_UIS Database_Sep2007","Number","127220",""
"Mongolia","Female","1999","UNESCO_UIS Database_Sep2007","Number","126273",""
"Mongolia","Male","2005","UNESCO_UIS Database_Sep2007","Number","126859",""
"Mongolia","Male","2004","UNESCO_UIS Database_Sep2007","Number","119361",""
"Mongolia","Male","2003","UNESCO_UIS Database_Sep2007","Number","120282",""
"Mongolia","Male","2002","UNESCO_UIS Database_Sep2007","Number","120695",""
"Mongolia","Male","2001","UNESCO_UIS Database_Sep2007","Number","124939",""
"Mongolia","Male","2000","UNESCO_UIS Database_Sep2007","Number","126221",""
"Mongolia","Male","1999","UNESCO_UIS Database_Sep2007","Number","125203",""
"Montserrat","Female","2005","UNESCO_UIS Database_Sep2007","Number","235",""
"Montserrat","Female","2004","UNESCO_UIS Database_Sep2007","Number","209",""
"Montserrat","Female","2003","UNESCO_UIS Database_Sep2007","Number","210","3"
"Montserrat","Female","2002","UNESCO_UIS Database_Sep2007","Number","206",""
"Montserrat","Female","2001","UNESCO_UIS Database_Sep2007","Number","185",""
"Montserrat","Female","2000","UNESCO_UIS Database_Sep2007","Number","168",""
"Montserrat","Female","1999","UNESCO_UIS Database_Sep2007","Number","172",""
"Montserrat","Male","2005","UNESCO_UIS Database_Sep2007","Number","274",""
"Montserrat","Male","2004","UNESCO_UIS Database_Sep2007","Number","259",""
"Montserrat","Male","2003","UNESCO_UIS Database_Sep2007","Number","255",""
"Montserrat","Male","2002","UNESCO_UIS Database_Sep2007","Number","250",""
"Montserrat","Male","2001","UNESCO_UIS Database_Sep2007","Number","228",""
"Montserrat","Male","2000","UNESCO_UIS Database_Sep2007","Number","215",""
"Montserrat","Male","1999","UNESCO_UIS Database_Sep2007","Number","220",""
"Morocco","Female","2005","UNESCO_UIS Database_Sep2007","Number","1864705",""
"Morocco","Female","2004","UNESCO_UIS Database_Sep2007","Number","1891648",""
"Morocco","Female","2003","UNESCO_UIS Database_Sep2007","Number","1904587",""
"Morocco","Female","2002","UNESCO_UIS Database_Sep2007","Number","1859472",""
"Morocco","Female","2001","UNESCO_UIS Database_Sep2007","Number","1753060",""
"Morocco","Female","2000","UNESCO_UIS Database_Sep2007","Number","1644204",""
"Morocco","Female","1999","UNESCO_UIS Database_Sep2007","Number","1522109",""
"Morocco","Male","2005","UNESCO_UIS Database_Sep2007","Number","2157895",""
"Morocco","Male","2004","UNESCO_UIS Database_Sep2007","Number","2178534",""
"Morocco","Male","2003","UNESCO_UIS Database_Sep2007","Number","2196570",""
"Morocco","Male","2002","UNESCO_UIS Database_Sep2007","Number","2169640",""
"Morocco","Male","2001","UNESCO_UIS Database_Sep2007","Number","2088940",""
"Morocco","Male","2000","UNESCO_UIS Database_Sep2007","Number","2025401",""
"Morocco","Male","1999","UNESCO_UIS Database_Sep2007","Number","1939831",""
"Mozambique","Female","2005","UNESCO_UIS Database_Sep2007","Number","1802330",""
"Mozambique","Female","2004","UNESCO_UIS Database_Sep2007","Number","1617984",""
"Mozambique","Female","2002","UNESCO_UIS Database_Sep2007","Number","1334157",""
"Mozambique","Female","2001","UNESCO_UIS Database_Sep2007","Number","1232042",""
"Mozambique","Female","2000","UNESCO_UIS Database_Sep2007","Number","1094262",""
"Mozambique","Female","1999","UNESCO_UIS Database_Sep2007","Number","980155",""
"Mozambique","Male","2005","UNESCO_UIS Database_Sep2007","Number","2140499",""
"Mozambique","Male","2004","UNESCO_UIS Database_Sep2007","Number","1951489",""
"Mozambique","Male","2002","UNESCO_UIS Database_Sep2007","Number","1689164",""
"Mozambique","Male","2001","UNESCO_UIS Database_Sep2007","Number","1597745",""
"Mozambique","Male","2000","UNESCO_UIS Database_Sep2007","Number","1449558",""
"Mozambique","Male","1999","UNESCO_UIS Database_Sep2007","Number","1322158",""
"Myanmar","Female","2005","UNESCO_UIS Database_Sep2007","Number","2467150",""
"Myanmar","Female","2004","UNESCO_UIS Database_Sep2007","Number","2451650",""
"Myanmar","Female","2003","UNESCO_UIS Database_Sep2007","Number","2428607",""
"Myanmar","Female","2002","UNESCO_UIS Database_Sep2007","Number","2371538",""
"Myanmar","Female","2001","UNESCO_UIS Database_Sep2007","Number","2359458",""
"Myanmar","Female","2000","UNESCO_UIS Database_Sep2007","Number","2393870",""
"Myanmar","Female","1999","UNESCO_UIS Database_Sep2007","Number","2324739",""
"Myanmar","Male","2005","UNESCO_UIS Database_Sep2007","Number","2481048",""
"Myanmar","Male","2004","UNESCO_UIS Database_Sep2007","Number","2480996",""
"Myanmar","Male","2003","UNESCO_UIS Database_Sep2007","Number","2460718",""
"Myanmar","Male","2002","UNESCO_UIS Database_Sep2007","Number","2407313",""
"Myanmar","Male","2001","UNESCO_UIS Database_Sep2007","Number","2422085",""
"Myanmar","Male","2000","UNESCO_UIS Database_Sep2007","Number","2464085",""
"Myanmar","Male","1999","UNESCO_UIS Database_Sep2007","Number","2408208",""
"Namibia","Female","2005","UNESCO_UIS Database_Sep2007","Number","201366",""
"Namibia","Female","2004","UNESCO_UIS Database_Sep2007","Number","201523",""
"Namibia","Female","2003","UNESCO_UIS Database_Sep2007","Number","204118",""
"Namibia","Female","2002","UNESCO_UIS Database_Sep2007","Number","202692",""
"Namibia","Female","2001","UNESCO_UIS Database_Sep2007","Number","198659",""
"Namibia","Female","2000","UNESCO_UIS Database_Sep2007","Number","194808",""
"Namibia","Female","1999","UNESCO_UIS Database_Sep2007","Number","192033",""
"Namibia","Male","2005","UNESCO_UIS Database_Sep2007","Number","202832",""
"Namibia","Male","2004","UNESCO_UIS Database_Sep2007","Number","201889",""
"Namibia","Male","2003","UNESCO_UIS Database_Sep2007","Number","204794",""
"Namibia","Male","2002","UNESCO_UIS Database_Sep2007","Number","202091",""
"Namibia","Male","2001","UNESCO_UIS Database_Sep2007","Number","198800",""
"Namibia","Male","2000","UNESCO_UIS Database_Sep2007","Number","194626",""
"Namibia","Male","1999","UNESCO_UIS Database_Sep2007","Number","191234",""
"Nauru","Female","2004","UNESCO_UIS Database_Sep2007","Number","643","3"
"Nauru","Female","2003","UNESCO_UIS Database_Sep2007","Number","643",""
"Nauru","Female","2002","UNESCO_UIS Database_Sep2007","Number","659",""
"Nauru","Female","2001","UNESCO_UIS Database_Sep2007","Number","786",""
"Nauru","Female","2000","UNESCO_UIS Database_Sep2007","Number","850",""
"Nauru","Male","2004","UNESCO_UIS Database_Sep2007","Number","732",""
"Nauru","Male","2003","UNESCO_UIS Database_Sep2007","Number","732",""
"Nauru","Male","2002","UNESCO_UIS Database_Sep2007","Number","665",""
"Nauru","Male","2001","UNESCO_UIS Database_Sep2007","Number","832",""
"Nauru","Male","2000","UNESCO_UIS Database_Sep2007","Number","739",""
"Nepal","Female","2005","UNESCO_UIS Database_Sep2007","Number","1865012",""
"Nepal","Female","2004","UNESCO_UIS Database_Sep2007","Number","1827587",""
"Nepal","Female","2003","UNESCO_UIS Database_Sep2007","Number","1783366",""
"Nepal","Female","2002","UNESCO_UIS Database_Sep2007","Number","1726253",""
"Nepal","Female","2001","UNESCO_UIS Database_Sep2007","Number","1597570",""
"Nepal","Female","2000","UNESCO_UIS Database_Sep2007","Number","1611333","5"
"Nepal","Female","1999","UNESCO_UIS Database_Sep2007","Number","1503714",""
"Nepal","Male","2005","UNESCO_UIS Database_Sep2007","Number","2165033",""
"Nepal","Male","2004","UNESCO_UIS Database_Sep2007","Number","2198105",""
"Nepal","Male","2003","UNESCO_UIS Database_Sep2007","Number","2145318",""
"Nepal","Male","2002","UNESCO_UIS Database_Sep2007","Number","2127365",""
"Nepal","Male","2001","UNESCO_UIS Database_Sep2007","Number","2025580",""
"Nepal","Male","2000","UNESCO_UIS Database_Sep2007","Number","2168981",""
"Nepal","Male","1999","UNESCO_UIS Database_Sep2007","Number","2083951",""
"Netherlands","Female","2005","UNESCO_UIS Database_Sep2007","Number","616048",""
"Netherlands","Female","2004","UNESCO_UIS Database_Sep2007","Number","617908",""
"Netherlands","Female","2003","UNESCO_UIS Database_Sep2007","Number","622376",""
"Netherlands","Female","2002","UNESCO_UIS Database_Sep2007","Number","621630",""
"Netherlands","Female","2001","UNESCO_UIS Database_Sep2007","Number","619546",""
"Netherlands","Female","2000","UNESCO_UIS Database_Sep2007","Number","617902",""
"Netherlands","Female","1999","UNESCO_UIS Database_Sep2007","Number","612772",""
"Netherlands","Male","2005","UNESCO_UIS Database_Sep2007","Number","661942",""
"Netherlands","Male","2004","UNESCO_UIS Database_Sep2007","Number","665106",""
"Netherlands","Male","2003","UNESCO_UIS Database_Sep2007","Number","668249",""
"Netherlands","Male","2002","UNESCO_UIS Database_Sep2007","Number","665439",""
"Netherlands","Male","2001","UNESCO_UIS Database_Sep2007","Number","662495",""
"Netherlands","Male","2000","UNESCO_UIS Database_Sep2007","Number","660679",""
"Netherlands","Male","1999","UNESCO_UIS Database_Sep2007","Number","655321",""
"Netherlands Antilles","Female","2003","UNESCO_UIS Database_Sep2007","Number","11149","3"
"Netherlands Antilles","Female","2002","UNESCO_UIS Database_Sep2007","Number","11290",""
"Netherlands Antilles","Female","2001","UNESCO_UIS Database_Sep2007","Number","10861",""
"Netherlands Antilles","Female","2000","UNESCO_UIS Database_Sep2007","Number","12058",""
"Netherlands Antilles","Female","1999","UNESCO_UIS Database_Sep2007","Number","12241",""
"Netherlands Antilles","Male","2003","UNESCO_UIS Database_Sep2007","Number","11518",""
"Netherlands Antilles","Male","2002","UNESCO_UIS Database_Sep2007","Number","11634",""
"Netherlands Antilles","Male","2001","UNESCO_UIS Database_Sep2007","Number","12789",""
"Netherlands Antilles","Male","2000","UNESCO_UIS Database_Sep2007","Number","12853",""
"Netherlands Antilles","Male","1999","UNESCO_UIS Database_Sep2007","Number","13157",""
"New Zealand","Female","2005","UNESCO_UIS Database_Sep2007","Number","171200",""
"New Zealand","Female","2004","UNESCO_UIS Database_Sep2007","Number","171174",""
"New Zealand","Female","2003","UNESCO_UIS Database_Sep2007","Number","172760",""
"New Zealand","Female","2002","UNESCO_UIS Database_Sep2007","Number","175209","3"
"New Zealand","Female","2001","UNESCO_UIS Database_Sep2007","Number","171952",""
"New Zealand","Female","2000","UNESCO_UIS Database_Sep2007","Number","174595",""
"New Zealand","Female","1999","UNESCO_UIS Database_Sep2007","Number","175106",""
"New Zealand","Male","2005","UNESCO_UIS Database_Sep2007","Number","181645",""
"New Zealand","Male","2004","UNESCO_UIS Database_Sep2007","Number","181888",""
"New Zealand","Male","2003","UNESCO_UIS Database_Sep2007","Number","183682",""
"New Zealand","Male","2002","UNESCO_UIS Database_Sep2007","Number","186657","4"
"New Zealand","Male","2001","UNESCO_UIS Database_Sep2007","Number","183580",""
"New Zealand","Male","2000","UNESCO_UIS Database_Sep2007","Number","184960",""
"New Zealand","Male","1999","UNESCO_UIS Database_Sep2007","Number","185515",""
